StateFip	PLaceFip	Town
47	80740	Wildwood
48	50724	Nesbitt
48	60644	Rangerville
48	01060	Abram
48	01390	Agua Dulce
48	01420	Aguilares
48	01500	Airport Heights
48	01514	Airport Road Addition
48	01696	Aldine
48	01816	Alfred
48	01858	Alice Acres
48	02194	Alto Bonito Heights
48	02286	Amada Acres
48	02290	Amargosa
48	03008	Amaya
48	03096	Amistad
48	03126	Anacua
48	04174	Arroyo Colorado Estates
48	04176	Arroyo Gardens
48	04462	Atascocita
48	05180	Bacliff
48	05520	B and E
48	05576	Banquete
48	05690	Barrera
48	05696	Barrett
48	05750	Barton Creek
48	05924	Batesville
48	07642	Benjamin Perez
48	08164	Bigfoot
48	08240	Big Thicket Lake Estates
48	08410	Bixby
48	08668	Blessing
48	08800	Bloomington
48	08830	Blue Berry Hill
48	08908	Bluetown
48	09232	Boling
48	09250	Bolivar Peninsula
48	09310	Bonanza Hills
48	09598	Botines
48	09656	Box Canyon
48	09796	Boys Ranch
48	10192	Briar
48	10336	Bristol
48	10852	Brundage
48	10876	Bruni
48	10897	Brushy Creek
48	10984	Buchanan Dam
48	10990	Buchanan Lake Village
48	11102	Buena Vista
48	11236	Buna
48	11626	Butterfield
48	11940	Callender Lake
48	12010	Camargito
48	12045	Cameron Park
48	12226	Campo Verde
48	12334	Camp Swift
48	12502	Cantu Addition
48	12508	Canutillo
48	12562	Canyon Creek
48	12580	Canyon Lake
48	12600	Cape Royale
48	12892	Carlsbad
48	12982	Carrizo Hill
48	13128	Casa Blanca
48	13150	Casas
48	13324	Catarina
48	13570	Cedar Point
48	13972	Central Gardens
48	14038	CÃ©sar ChÃ¡vez
48	14236	Channelview
48	14266	Chaparrito
48	14290	Chapeno
48	14692	Chilton
48	14740	China Spring
48	14872	Christoval
48	14880	Chula Vista
48	14881	Chula Vista
48	14882	Chula Vista
48	14927	Cienegas Terrace
48	14929	Cinco Ranch
48	14986	Circle D-KC Estates
48	15028	Citrus City
48	15628	Cloverleaf
48	16110	Colorado Acres
48	16228	Comfort
48	16300	Concepcion
48	17236	Country Acres
48	17408	Coyanosa
48	17426	Coyote Acres
48	17756	Crosby
48	17811	Cross Mountain
48	18104	Cuevitas
48	18134	Cumings
48	19108	Damon
48	19714	Del Mar Heights
48	19732	Delmita
48	19808	Del Sol
48	20212	Deweyville
48	20248	D'Hanis
48	20734	Doffing
48	20926	Doolittle
48	21412	Driftwood
48	21958	East Alto Bonito
48	22593	Edgewater Estates
48	22768	Edroy
48	22810	Eidson Road
48	22840	Elbert
48	22853	El Brazil
48	22858	El Camino Angosto
48	22892	El Castillo
48	22898	El Cenizo
48	22920	El Chaparral
48	23062	Elias-Fela Solis
48	23080	El Indio
48	23254	Elm Creek
48	23278	El Mesquite
48	23356	Elmo
48	23398	E. Lopez
48	24013	El Quiote
48	24015	El Rancho Vela
48	24018	El Refugio
48	24055	El Socio
48	24158	Emerald Bay
48	24223	Encantada-Ranchito-El Calaboz
48	24252	Encino
48	24738	Eugenio Saenz
48	24840	Evadale
48	24894	Evergreen
48	25032	Fabens
48	25038	Fabrica
48	25338	Falconaire
48	25344	Falcon Heights
48	25348	Falcon Lake Estates
48	25352	Falcon Mesa
48	25356	Falcon Village
48	25397	Falman
48	25404	Fannett
48	25656	Faysville
48	25744	Fernando Salinas
48	25795	Fifth Street
48	26130	Flor del Rio
48	26220	Flowella
48	26664	Fort Bliss
48	26680	Fort Clark Springs
48	26688	Fort Davis
48	26724	Fort Hancock
48	26736	Fort Hood
48	27102	Four Corners
48	27124	Four Points
48	27144	Fowlerton
48	27540	Fresno
48	27744	Fronton
48	27748	Fronton Ranchettes
48	27972	Gail
48	28128	Garceno
48	28152	Garciasville
48	28176	Garden City
48	28200	Gardendale
48	28320	Garfield
48	29114	Garza-Salinas II
48	29384	Geronimo
48	29612	Girard
48	29912	Glidden
48	30629	Grape Creek
48	30890	Green Valley Farms
48	31442	Guadalupe Guerra
48	31484	Guerra
48	31640	Guthrie
48	31646	Gutierrez
48	32300	Hargill
48	32456	Harper
48	32612	Hartley
48	32792	Havana
48	32910	H. Cuellar Estates
48	33008	Hebbronville
48	33092	Heidelberg
48	33356	Hermleigh
48	33836	Highlands
48	34105	Hillside Acres
48	34130	Hilltop
48	34133	Hilltop
48	34136	Hilltop Lakes
48	34478	Holiday Beach
48	34586	Holly Lake Ranch
48	34671	Homestead Meadows North
48	34673	Homestead Meadows South
48	34856	Hornsby Bend
48	34865	Horseshoe Bend
48	35253	Hudson Bend
48	35324	Hull
48	35420	Hungerford
48	35684	Iago
48	35754	Iglesia Antigua
48	35828	Imperial
48	35915	Indian Hills
48	35954	Indian Springs
48	35966	Indio
48	35996	Inez
48	37390	Jardin de San Julian
48	37665	J.F. Villareal
48	38168	Juarez
48	38518	K-Bar Ranch
48	39304	Kingsland
48	39664	Knippa
48	39988	La Blanca
48	39994	La Carla
48	40000	La Casita
48	40018	La Chuparosa
48	40036	Lackland AFB
48	40100	La Coma
48	40186	La Escondida
48	40188	La Esperanza
48	40210	La Feria North
48	40258	Lago
48	40262	Lago Vista
48	40300	Laguna Heights
48	40312	Laguna Park
48	40320	Laguna Seca
48	40342	La Homa
48	40456	Lake Brownwood
48	40462	Lake Bryan
48	40468	Lake Cherokee
48	40475	Lake Colorado City
48	40522	Lake Dunlap
48	40576	Lakehills
48	40624	Lake Kiowa
48	40674	Lake Medina Shores
48	40676	Lake Meredith Estates
48	40714	Lakeshore Gardens-Hidden Acres
48	40966	Lake View
48	41086	La Loma de Falcon
48	41092	Lamar
48	41170	La Minita
48	41404	Lantana
48	41416	La Paloma
48	41420	La Paloma Addition
48	41422	La Paloma-Lost Creek
48	41424	La Paloma Ranchettes
48	41449	La Presa
48	41452	La Pryor
48	41458	La Puerta
48	41473	Laredo Ranchettes
48	41475	Laredo Ranchettes West
48	41503	La Rosita
48	41542	Lasana
48	41548	Lasara
48	41565	Las Haciendas
48	41566	Las Lomas
48	41569	Las Lomitas
48	41579	Las Palmas
48	41580	Las Palmas II
48	41582	Las Pilas
48	41583	Las Quintas Fronterizas
48	41660	La Tina Ranch
48	41704	Laughlin AFB
48	41728	Laureles
48	41782	La Victoria
48	42256	Leming
48	42616	Liberty City
48	42874	Lindsay
48	42916	Linn
48	42952	Lipscomb
48	43150	Llano Grande
48	43432	Lolita
48	43458	Loma Grande
48	43460	Loma Linda
48	43462	Loma Linda East
48	43463	Loma Linda East
48	43465	Loma Linda West
48	43474	Loma Vista
48	43822	Longoria
48	43948	Loop
48	43960	LopeÃ±o
48	43972	Lopezville
48	44038	Los Altos
48	44044	Los Alvarez
48	44062	Los Angeles
48	44072	Los Arcos
48	44075	Los Arrieros
48	44076	Los Barreras
48	44078	Los Centenarios
48	44079	Los Corralitos
48	44104	Los Ebanos
48	44110	Los Ebanos
48	44120	Los Fresnos
48	44123	Los Huisaches
48	44142	Los Lobos
48	44145	Los Minerales
48	44146	Los Nopalitos
48	44162	Lost Creek
48	44167	Los Veteranos I
48	44168	Los Veteranos II
48	44212	Louise
48	44344	Lozano
48	45564	McDade
48	45576	Macdona
48	45750	McKinney Acres
48	45948	McQueeney
48	46308	Manchaca
48	46492	Manuel Garcia
48	46494	Manuel Garcia II
48	46572	Marathon
48	46716	Markham
48	46854	Martinez
48	47016	Matagorda
48	47100	Mauriceville
48	47406	Medina
48	47676	Mentone
48	47898	Mesquite
48	48272	Midway North
48	48280	Midway South
48	48315	Miguel Barrera
48	48318	Mikes
48	48320	Mila Doce
48	48324	Milam
48	48750	Mi Ranchito Estate
48	48756	Mirando City
48	48772	Mission Bend
48	49032	Montague
48	49080	Monte Alto
48	49224	Moore
48	49300	Moraida
48	49314	Morales-Sanchez
48	49359	Morgan Farm
48	49411	Morning Glory
48	49440	Morse
48	50058	Muniz
48	50092	Murillo
48	50232	Myrtle Springs
48	50322	Narciso Pena
48	50742	Netos
48	50924	New Falcon
48	51552	Nina
48	51654	Nocona Hills
48	51852	Normanna
48	51900	North Alamo
48	52068	North Escobares
48	52302	North Pearsall
48	52404	North San Pedro
48	52992	Oakhurst
48	53004	Oak Island
48	53212	Oak Trail Shores
48	53556	Oilton
48	53934	Olivarez
48	53946	Olivia Lopez de Gutierrez
48	53964	Olmito
48	53970	Olmito and Olmito
48	54186	Orason
48	54509	Owl Ranch
48	54552	Ozona
48	54558	Pablo Pena
48	54666	Paisano Park
48	54810	Palmview South
48	54846	Palo Blanco
48	54868	Paloma Creek
48	54872	Paloma Creek South
48	54876	Palo Pinto
48	56252	Pawnee
48	56462	Pecan Acres
48	56482	Pecan Grove
48	56498	Pecan Plantation
48	56644	Pena
48	56804	Perezville
48	56864	Perrin
48	57116	Pettus
48	57566	Pine Harbor
48	57596	Pinehurst
48	57752	Pinewood Estates
48	57932	Placedo
48	58232	Pleasant Hill
48	58850	Porter Heights
48	58928	Port Mansfield
48	58952	Port O'Connor
48	59108	Potosi
48	59156	Powderly
48	59210	Prado Verde
48	59420	Preston
48	59794	Pueblo East
48	59798	Pueblo Nuevo
48	60020	Quail
48	60026	Quail Creek
48	60092	Quemado
48	60098	Quesada
48	60278	Radar Base
48	60290	Rafael Pena
48	60380	Ramireno
48	60408	Ramirez-Perez
48	60422	Ramos
48	60458	Ranchette Estates
48	60478	Ranchitos del Norte
48	60480	Ranchitos East
48	60482	Ranchitos Las Lomas
48	60518	Rancho Alegre
48	60529	Rancho Banquete
48	60534	Rancho Chico
48	60539	Ranchos Penitas West
48	60554	Rancho Viejo
48	60608	Randolph AFB
48	60686	Ratamosa
48	60932	Realitos
48	61040	Redfield
48	61076	Redford
48	61124	Redland
48	61352	Redwood
48	61454	Regino Ramirez
48	61466	Reid Hope King
48	61532	Relampago
48	61568	Rendon
48	61724	Ricardo
48	62318	Rivereno
48	62468	Riviera
48	63332	Rosharon
48	63350	Rosita
48	64244	St. Paul
48	64316	SalineÃ±o
48	64322	SalineÃ±o North
48	64442	Sammy Martinez
48	64448	Samnorwood
48	64460	Sam Rayburn
48	65048	San Carlos
48	65049	San Carlos I
48	65050	San Carlos II
48	65084	Sanderson
48	65168	Sandia
48	65210	Sandoval
48	65240	Sand Springs
48	65342	Sandy Hollow-Escondidas
48	65378	San Fernando
48	65432	San Isidro
48	65532	San Juan
48	65564	San Leon
48	65620	San Pedro
48	65678	Santa Anna
48	65708	Santa Cruz
48	65744	Santa Maria
48	65756	Santa Monica
48	65774	Santa Rosa
48	65777	Santel
48	65792	San Ygnacio
48	65876	Sarita
48	66000	Savannah
48	66089	Scenic Oaks
48	66248	Scissors
48	66512	Sebastian
48	66536	Seco Mines
48	66806	Serenada
48	66848	Seth Ward
48	67010	Shadybrook
48	67082	Shady Hollow
48	67376	Sheldon
48	67554	Sherwood Shores
48	67766	Sienna Plantation
48	67772	Sierra Blanca
48	67775	Siesta Acres
48	67778	Siesta Shores
48	68132	Skidmore
48	68678	Solis
48	68762	Sonterra
48	68846	South Alamo
48	68966	South Fork Estates
48	69072	South La Paloma
48	69194	South Point
48	69326	South Toledo Bend
48	69380	Spade
48	69432	Sparks
48	69596	Spring
48	69708	Spring Gardens
48	70460	Stonewall
48	70520	Stowell
48	70688	Study Butte
48	71264	Sunset
48	71274	Sunset
48	71289	Sunset Acres
48	71696	Taft Southwest
48	71820	Tanquecitos South Acres
48	71824	Tanquecitos South Acres II
48	72248	Terlingua
48	72656	The Woodlands
48	72758	Thompsonville
48	72902	Thunderbird Bay
48	72948	Tierra Bonita
48	72950	Tierra Dorada
48	72952	Tierra Grande
48	72954	Tierra Verde
48	72992	Tilden
48	73057	Timberwood Park
48	73148	Tivoli
48	73376	Tornillo
48	73526	Tradewinds
48	73562	Travis Ranch
48	73856	Tuleta
48	73904	Tulsita
48	74168	Tynan
48	74576	Utopia
48	74594	Uvalde Estates
48	74667	Valle Hermoso
48	74668	Valle Verde
48	74670	Valle Vista
48	74895	Val Verde Park
48	74984	Vanderbilt
48	75068	Van Vleck
48	75432	Victoria Vera
48	75554	Villa del Sol
48	75614	Villa Pancho
48	75617	Villarreal
48	75626	Villa Verde
48	76564	Warren
48	77080	Welch
48	77196	Wells Branch
48	77336	West Alto Bonito
48	77422	Westdale
48	77490	Western Lake
48	77662	West Livingston
48	77680	Westminster
48	77728	West Odessa
48	77866	West Sharyland
48	78016	Westway
48	78040	Westwood Shores
48	79192	Wild Peach Village
48	79204	Wildwood
48	79792	Winnie
48	80350	Wyldwood
48	80686	Yznaga
48	80716	Zapata
48	80722	Zapata Ranch
48	80724	Zarate
48	80836	Zuehl
49	01530	Aneth
49	02960	Avon
49	04720	Benjamin
49	05050	Benson
49	05380	Beryl Junction
49	06590	Bluebell
49	06920	Bonanza
49	09725	Cache
49	10440	Carbonville
49	12200	Central
49	13740	Clear Creek
49	16490	Cove
49	18090	Dammeron Valley
49	19020	Deseret
49	20450	Dugway
49	21880	Echo
49	21990	Eden
49	22210	Elberta
49	23310	Enterprise
49	23640	Erda
49	25910	Flaming Gorge
49	26610	Fort Duchesne
49	27270	Fremont
49	27902	Garden
49	30900	Granite
49	33002	Halchita
49	33027	Halls Crossing
49	36730	Hoytsville
49	39040	Jensen
49	41020	Kenilworth
49	42230	Lake Shore
49	43110	La Sal
49	44870	Liberty
49	47180	Maeser
49	48170	Marion
49	49380	Mexican Hat
49	51470	Montezuma Creek
49	52460	Mountain Green
49	53890	Navajo Mountain
49	54110	Neola
49	54330	Newcastle
49	55760	Oasis
49	56440	Oljato-Monument Valley
49	56750	Ophir
49	57630	Palmyra
49	59280	Peoa
49	59555	Peter
49	60270	Pine Valley
49	62910	Randlett
49	64230	Riverside
49	67400	Samak
49	69280	Silver Summit
49	70190	Snyderville
49	71255	South Willard
49	71455	Spanish Valley
49	72060	Spring Glen
49	72170	Spring Lake
49	72720	Stansbury Park
49	74040	Summit
49	74095	Summit Park
49	74590	Sutherland
49	75470	Teasdale
49	75800	Thatcher
49	76180	Thompson Springs
49	76280	Timber Lakes
49	77697	Tselakai Dezza
49	80310	Veyo
49	81190	Wanship
49	83252	West Mountain
49	83730	West Wood
49	84095	White Mesa
49	84160	Whiterocks
49	84950	Wolf Creek
49	85040	Woodland
50	36625	Jericho
50	01375	Arlington
50	04750	Bennington
50	07225	Bradford
50	07975	Brattleboro
50	66025	South Barre
50	78850	West Brattleboro
50	85000	Windsor
50	01750	Ascutney
50	32350	Hartland
50	02800	Barnet
50	30475	Groton
50	04150	Beecher Falls
50	11725	Canaan
50	19600	East Burke
50	05125	Benson
50	11875	Castleton
50	17650	Dorset
50	55525	Pittsford
50	77875	Wells
50	05725	Bethel
50	68050	South Royalton
50	07675	Brandon
50	08950	Bristol
50	59050	Richford
50	11050	Cabot
50	12175	Cavendish
50	51925	North Springfield
50	57400	Proctorsville
50	84625	Wilmington
50	13450	Chelsea
50	13600	Chester
50	15175	Concord
50	16075	Coventry
50	49000	Newport Center
50	17050	Danville
50	19075	East Barre
50	21700	East Middlebury
50	33400	Hinesburg
50	59200	Richmond
50	64225	Shelburne
50	21850	East Montpelier
50	55750	Plainfield
50	86050	Worcester
50	24850	Fairfax
50	25450	Fair Haven
50	75850	Wallingford
50	82375	West Rutland
50	25600	Fairlee
50	28000	Glover
50	30100	Greensboro
50	30325	Greensboro Bend
50	31750	Hardwick
50	35500	Irasburg
50	40450	Lowell
50	73450	Troy
50	29425	Graniteville
50	35725	Island Pond
50	42925	Manchester Center
50	68200	South Shaftsbury
50	44275	Middlebury
50	45175	Milton
50	50200	Northfield
50	50500	North Hartland
50	57775	Quechee
50	60025	Rochester
50	52375	North Westminster
50	52825	Norwich
50	58000	Randolph
50	57625	Putney
50	58525	Readsboro
50	62125	St. Johnsbury
50	69475	Springfield
50	83575	White River Junction
50	70450	Stowe
50	75250	Waitsfield
50	84100	Williamstown
50	76900	Waterbury
50	77800	Websterville
50	84025	Wilder
51	00468	Adwolf
51	03512	Atkins
51	21312	Dante
51	23584	Dryden
51	26384	Ewing
51	32320	Gratton
51	36216	Heathsville
51	01256	Allisonia
51	03528	Atlantic
51	14995	Chase Crossing
51	30384	Gargatha
51	30480	Gasburg
51	01640	Amelia Court House
51	25968	Esmont
51	29840	Free Union
51	01912	Annandale
51	04088	Bailey's Crossroads
51	05928	Belle Haven
51	11464	Burke
51	02064	Apple Mountain Lake
51	02112	Aquia Harbour
51	27264	Falmouth
51	02248	Arcola
51	06275	Belmont
51	09188	Brambleton
51	09952	Broadlands
51	03000	Arlington
51	03208	Arrington
51	12264	Calverton
51	12590	Camptown
51	32560	Greenbackville
51	35240	Harborton
51	03320	Ashburn
51	03608	Augusta Springs
51	13403	Cascades
51	23732	Dulles Town Center
51	04856	Baskerville
51	04872	Bassett
51	15048	Chatmoss
51	04920	Basye
51	05200	Bayside
51	05336	Bealeton
51	09248	Brandermill
51	13624	Catlett
51	06216	Bellwood
51	06728	Bensley
51	08472	Bon Air
51	16096	Chester
51	26128	Ettrick
51	06336	Belmont Estates
51	11245	Bull Run Mountain Estates
51	24544	East Lexington
51	25877	Enon
51	06424	Belspring
51	06512	Belview
51	06712	Benns Church
51	09064	Bracey
51	14312	Central Garage
51	17776	Cluster Springs
51	07160	Bethel Manor
51	07400	Big Island
51	07944	Blairs
51	31808	Goochland
51	35160	Hanover
51	07976	Bland
51	20768	Cumberland
51	28496	Flint Hill
51	08200	Blue Ridge
51	17680	Cloverdale
51	21152	Daleville
51	08264	Blue Ridge Shores
51	15176	Cherry Hill
51	19571	County Center
51	08320	Bobtown
51	17632	Clover
51	23408	Draper
51	24816	Ebony
51	08675	Boston
51	08708	Boswell's Corner
51	13635	Cats Bridge
51	09752	Brightwood
51	33824	Gwynn
51	10776	Buckhall
51	10856	Buckingham Courthouse
51	13160	Carrollton
51	11230	Bull Run
51	11470	Burke Centre
51	26875	Fair Oaks
51	12136	Callaghan
51	16736	Churchville
51	21872	Deerfield
51	12600	Cana
51	27296	Fancy Gap
51	12915	Captains Cove
51	13192	Carrsville
51	13512	Castlewood
51	13720	Cave Spring
51	31488	Glenvar
51	14440	Centreville
51	14744	Chantilly
51	23984	Dunn Loring
51	29008	Fort Belvoir
51	29136	Fort Hunt
51	29552	Franconia
51	32496	Great Falls
51	33584	Groveton
51	14544	Chamberlayne
51	23744	Dumbarton
51	14904	Charles City
51	16240	Chester Gap
51	18880	Concord
51	17120	Claypool Hill
51	18352	Collinsville
51	27744	Fieldale
51	18624	Columbia
51	19560	Countryside
51	20240	Crimora
51	20436	Crosspointe
51	26592	Fairfax Station
51	28528	Floris
51	35912	Hayfield
51	20560	Crozet
51	21008	Dahlgren
51	21016	Dahlgren Center
51	21088	Dale City
51	30176	Gainesville
51	21776	Deep Creek
51	22064	Deltaville
51	22976	Dooms
51	27968	Fishersville
51	32944	Greenville
51	23392	Dranesville
51	24496	East Highland Park
51	31200	Glen Allen
51	25488	Elliston
51	25792	Emory
51	26701	Fair Lakes
51	29628	Franklin Farm
51	30618	George Mason
51	26736	Fairlawn
51	26944	Fairview
51	27040	Fairview Beach
51	27712	Ferrum
51	28688	Forest
51	29040	Fort Chiswell
51	29152	Fort Lee
51	31608	Gloucester Courthouse
51	31616	Gloucester Point
51	32592	Greenbriar
51	32624	Greenbush
51	34304	Hampden-Sydney
51	35640	Harriston
51	36445	Henry Fork
51	37032	Highland Springs
51	37544	Hiwassee
51	37880	Hollins
51	38032	Hollymead
51	38504	Horntown
51	38552	Horse Pasture
51	39544	Independent Hill
51	40248	Ivy
51	41144	Jolivue
51	42104	Keokee
51	42536	King and Queen Court House
51	42568	King George
51	42664	Kings Park
51	42680	Kings Park West
51	42746	Kingstowne
51	42792	King William
51	43224	Lafayette
51	43352	Lake Barcroft
51	38632	Hot Springs
51	39064	Huntington
51	39304	Hybla Valley
51	39448	Idylwood
51	39920	Innsbrook
51	40216	Ivanhoe
51	43420	Lake Land'Or
51	43430	Lake of the Woods
51	43464	Lakeside
51	43600	Lake Wilderness
51	44048	Lansdowne
51	44280	Laurel
51	44476	Laurel Park
51	44952	Lee Mont
51	45957	Linton Hall
51	46328	Loch Lomond
51	46760	Long Branch
51	47136	Loudoun Valley Estates
51	47224	Lovingston
51	47296	Lowes Island
51	47496	Lunenburg
51	47720	Lyndhurst
51	48520	Madison Heights
51	48776	Makemie Park
51	48996	Manchester
51	49320	Mappsburg
51	49656	Marshall
51	49998	Mason Neck
51	50020	Massanetta Springs
51	50104	Mathews
51	50136	Matoaca
51	50200	Maurertown
51	50312	Max Meadows
51	50568	Meadowbrook
51	50776	Meadow View
51	51544	Midland
51	52658	Montclair
51	52904	Montrose
51	52968	Montvale
51	53031	Moorefield Station
51	53584	Mountain Road
51	54120	Mount Sidney
51	55000	Nathalie
51	55272	Neabsco
51	55400	Nellysford
51	55528	New Baltimore
51	55608	New Church
51	55720	New Hope
51	55758	Newington Forest
51	55800	New Kent
51	56048	New River
51	56464	Nokesville
51	57531	North Shore
51	57870	Nottoway Court House
51	58104	Oak Grove
51	58312	Oak Level
51	59416	Opal
51	60392	Palmyra
51	60840	Parrott
51	60920	Pastoria
51	61464	Penhook
51	62738	Piney Mountain
51	63190	Plum Creek
51	64512	Prices Fork
51	64560	Prince George
51	64976	Pungoteague
51	65128	Quantico Base
51	65280	Quinby
51	65744	Raven
51	65776	Ravensworth
51	67256	Riner
51	67331	Rivanna
51	67352	Riverdale
51	68470	Rockwood
51	68885	Rose Hill
51	69360	Ruckersville
51	70112	Saluda
51	70256	Sandston
51	70520	Savage Town
51	70528	Savageville
51	70704	Schuyler
51	70715	Scotland
51	71040	Sedley
51	71904	Sherando
51	72080	Shipman
51	72272	Short Pump
51	72935	Skyland Estates
51	73376	Snowville
51	73760	Southern Gateway
51	74160	Southside Chesconessex
51	74384	Sperryville
51	75040	Stanleytown
51	75376	Sterling
51	76272	Stuarts Draft
51	76416	Sudley
51	76448	Sugar Grove
51	76464	Sugarland Run
51	76912	Sussex
51	77648	Tasley
51	78532	Thynedale
51	80000	Union Hall
51	80016	Union Level
51	80120	University Center
51	80165	University of Virginia
51	80864	Verona
51	81152	Villa Heights
51	82371	Wakefield
51	83056	Warfield
51	83568	Wattsville
51	84368	West Falls Church
51	84632	Westlake Corner
51	85184	Weyers Cave
51	85608	Whitesville
51	87960	Wyndham
51	88145	Yogaville
51	88176	Yorkshire
51	88240	Yorktown
51	43359	Lake Caroline
51	43392	Lake Holiday
51	71625	Shawneeland
51	43424	Lake Monticello
51	43432	Lake Ridge
51	87312	Woodbridge
51	43704	Lancaster
51	44430	Laurel Hill
51	44620	Laymantown
51	45784	Lincolnia
51	47064	Lorton
51	48376	McLean
51	47352	Low Moor
51	71072	Selma
51	48445	McMullin
51	60888	Passapatanzy
51	64152	Potomac Mills
51	67704	Riverview
51	71264	Seven Mile Ford
51	48450	McNair
51	74120	South Run
51	49144	Mantua
51	51192	Merrifield
51	49336	Mappsville
51	70352	Sanford
51	77856	Temperanceville
51	49792	Marumsco
51	73624	Southampton Meadows
51	74848	Springville
51	77925	Templeton
51	79768	Twin Lakes
51	50030	Massanutten
51	50856	Mechanicsville
51	51208	Merrimac
51	71632	Shawsville
51	51362	Metompkin
51	51432	Middlebrook
51	74100	South Riding
51	52408	Modest Town
51	58184	Oak Hall
51	53480	Motley
51	53944	Mount Hermon
51	54144	Mount Vernon
51	55752	Newington
51	57560	North Springfield
51	58472	Oakton
51	62264	Pimmit Hills
51	68880	Rose Hill
51	55448	Nelsonia
51	60512	Pantops
51	74916	Stafford Courthouse
51	87008	Wintergreen
51	60984	Patrick Springs
51	64384	Powhatan
51	66672	Reston
51	69472	Rushmere
51	69536	Rustburg
51	70296	Sandy Level
51	71216	Seven Corners
51	74592	Springfield
51	71810	Shenandoah Farms
51	71825	Shenandoah Retreat
51	71826	Shenandoah Shores
51	74470	Spotsylvania Courthouse
51	75702	Stone Ridge
51	78688	Timberlake
51	79360	Triangle
51	79560	Tuckahoe
51	79950	Tysons
51	84976	West Springfield
51	87240	Wolf Trap
51	80608	Vansant
51	83088	Warm Springs
51	87333	Woodburn
51	87380	Woodlake
51	87408	Woodlawn
51	87410	Woodlawn
53	00135	Aberdeen Gardens
53	07590	Brady
53	25510	Freeland
53	00275	Acme
53	00380	Addy
53	12735	Clayton
53	00800	Ahtanum
53	01045	Alder
53	08500	Bryant
53	08770	Bunk Foss
53	15325	Cowiche
53	15780	Crocker
53	23830	Fife Heights
53	24425	Fobes Hill
53	01150	Alderton
53	13215	Clover Creek
53	01185	Alderwood Manor
53	02620	Arlington Heights
53	09820	Canyon Creek
53	10600	Cathcart
53	22255	Esperance
53	01255	Alger
53	01430	Allyn
53	01745	Altoona
53	01780	Amanda Park
53	13015	Cliffdell
53	17215	Deep River
53	01850	Amboy
53	01920	Ames Lake
53	04300	Baring
53	08552	Bryn Mawr-Skyway
53	14940	Cottage Lake
53	19857	East Renton Highlands
53	23160	Fairwood
53	23200	Fall City
53	02060	Anderson Island
53	09810	Canterwood
53	02910	Artondale
53	03005	Ashford
53	04100	Bangor Base
53	04125	Banks Lake South
53	10455	Cascade Valley
53	17617	Desert Aire
53	04195	Barberton
53	08465	Brush Prairie
53	04347	Barney's Junction
53	04370	Barstow
53	04405	Basin City
53	04615	Bay Center
53	12315	Chinook
53	04790	Bay View
53	06050	Big Lake
53	12840	Clear Lake
53	05140	Belfair
53	05245	Bell Hill
53	06855	Blyn
53	05735	Bethel
53	12175	Chico
53	21800	Enetai
53	05980	Bickleton
53	06190	Birch Bay
53	16375	Custer
53	17495	Deming
53	07390	Bothell East
53	07395	Bothell West
53	07397	Boulevard Park
53	23865	Finley
53	07485	Boyds
53	16585	Danville
53	08080	Brinnon
53	08325	Browns Point
53	08640	Buena
53	18265	Donald
53	08780	Burbank
53	08885	Burley
53	09365	Camano
53	10075	Carlsborg
53	10320	Carson
53	10645	Cavalero
53	11325	Chain Lake
53	11090	Centerville
53	16550	Dallesport
53	11195	Central Park
53	11685	Chelan Falls
53	12015	Cherry Grove
53	12525	Clallam Bay
53	12680	Clarkston Heights-Vineland
53	12820	Clear Lake
53	16760	Dash Point
53	12875	Clearview
53	13155	Clinton
53	13595	Cohassett Beach
53	14660	Copalis Beach
53	14520	Conway
53	15150	Country Homes
53	16165	Curlew
53	16170	Curlew Lake
53	17880	Disautel
53	18055	Dixie
53	18198	Dollars Corner
53	23550	Felida
53	24188	Five Corners
53	18775	Duluth
53	19290	East Cathlamet
53	19630	Eastmont
53	19700	Easton
53	19770	East Port Orchard
53	22118	Erlands Point-Kitsap Lake
53	20680	Edison
53	20890	Elbe
53	21205	Elk Plain
53	24915	Fort Lewis
53	25370	Fox Island
53	25475	Frederickson
53	22150	Eschbach
53	22955	Fairchild AFB
53	23165	Fairwood
53	23690	Fern Prairie
53	24565	Fords Prairie
53	25300	Four Lakes
53	26245	Garrett
53	26420	Geneva
53	26875	Glacier
53	26945	Gleed
53	27680	Gorst
53	28135	Grapeview
53	28345	Grayland
53	28590	Green Bluff
53	31495	Hobart
53	31530	Hockinson
53	31985	Home
53	32125	Hoodsport
53	32650	Humptulips
53	34890	Kapowsin
53	35450	Ketron Island
53	35555	Key Center
53	36920	La Grande
53	37100	Lake Cassidy
53	37105	Lake Cavanaugh
53	37830	Lake Shore
53	37917	Lake Stickney
53	38705	Laurier
53	38880	Lebam
53	40385	Loon Lake
53	41785	McMillin
53	43762	Marrowstone
53	43885	Maryhill
53	44480	Mead
53	44585	Meadowdale
53	45355	Methow
53	48015	Naselle
53	48295	Neah Bay
53	50195	Northwest Stanwood
53	51410	Onalaska
53	51830	Orient
53	52600	Packwood
53	54405	Pine Grove
53	55015	Point Roberts
53	55400	Port Angeles East
53	55612	Port Gamble Tribal Community
53	55620	Port Hadlock-Irondale
53	55645	Port Ludlow
53	56660	Purdy
53	56905	Queets
53	56975	Quilcene
53	59705	Roosevelt
53	59845	Rosburg
